,text,entity_indices,entities,labels,relations,edges
2438,The NNT and NNH are useful indices to describe the trade-off between the benefit and the harm produced by a new treatment,"(16, 21)","['harm', 'treatment']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
2439,However there are fish with lungs and fish without swim bladders,"(3, 5)","['fish', 'lungs']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
2440,The eleventh chapter is devoted entirely to architecture,"(2, 7)","['chapter', 'architecture']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
2441,Acne is caused by clogging of sebaceous oil producing glands on the skin,"(0, 4)","['Acne', 'clogging']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
2442,Once the list of relevant patents appears clicking on the patent number brings up the entire patent,"(2, 5)","['list', 'patents']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
2443,In one of cinema earliest and most famous screenings the crowd ran away from the theatre after an approaching train appeared,"(10, 15)","['crowd', 'theatre']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
2444,They infiltrated here and there provoking the Russian military to liberate region after region with bombs and artillery,"(8, 15)","['military', 'bombs']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
2445,Electroconvulsive therapy has been depicted in several fictional and semi-fictional films books and songs,"(1, 10)","['therapy', 'films']","Message-Topic(e2,e1)",['Message-Topic'],"(e2,e1)"
2446,The muscularis of the stomach is thicker than that elsewhere,"(1, 4)","['muscularis', 'stomach']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
2447,Cordgo has developed a nifty little headphone winder to prevent your headphone cords from tangling as you as you move about during the day,"(11, 12)","['headphone', 'cords']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
2448,Of course the proble is Christmas just passed so I got a brand new pile of unread books to contend with,"(14, 17)","['pile', 'books']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
2449,This ordinance was a result of the bond of profit agents getting angry over the recent expansion of the Broward County Pretrial program,"(7, 10)","['bond', 'agents']",Other,['Other'],NA
2450,The current Swiss Confederation was created in 1802 as a confederation of various multi-ethnic cantons which all have their own characteristics,"(10, 14)","['confederation', 'cantons']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
2451,The table summarises the results for the remaining 567 women,"(1, 4)","['table', 'results']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
2452,No water enters the inside of the dishwasher and the motor makes a sound as if under strain,"(10, 13)","['motor', 'sound']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
2453,The vessel went down in a typhoon and the man was discovered inside a cork buffer used to prevent damage to the ship during docking,"(9, 15)","['man', 'buffer']",Other,['Other'],NA
2454,The approved fireworks exhibition rules involve stricter display guidelines,"(4, 8)","['rules', 'guidelines']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
2455,My evidence from two weeks ago proves the situation has changed from the time of their evidence,"(1, 4)","['evidence', 'weeks']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
2456,This comprehensive book discusses both the human and the natural history of the islands of California,"(2, 10)","['book', 'history']","Message-Topic(e1,e2)",['Message-Topic'],"(e1,e2)"
2457,Metals on the other hand reflect these radio waves a characteristic very cleverly put to use in the walls of the microwave such that no waves escape,"(18, 21)","['walls', 'microwave']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
2458,The spring of the gravimeter must extend some more to accommodate the larger weight,"(1, 4)","['spring', 'gravimeter']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
2459,Walking trails fire pit and a tree fort in the woods have encouraged him to spend time outside,"(7, 10)","['fort', 'woods']",Other,['Other'],NA
2460,The scientists placed the substance in a tiny capsule which gets channelled into cancer cells and is then unpacked with a laser impulse,"(4, 8)","['substance', 'capsule']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
2461,Jackson wasn to be outdone and was rewarded with a leap of three leopards which he watched with his guests for an amazing five hours,"(10, 13)","['leap', 'leopards']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
2462,Meanwhile the appellant had left the house,"(2, 6)","['appellant', 'house']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
2463,These people have journeyed into a mountain that is over 2000 m high,"(1, 6)","['people', 'mountain']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
2464,A cutting tool of the sort used for deep hole drilling has a cutting head mounted on a shank,"(5, 10)","['sort', 'drilling']",Other,['Other'],NA
2465,The invisible hand also known as the invisible hand of the market is a metaphor first coined by the economist in The Theory of Moral Sentiments,"(14, 19)","['metaphor', 'economist']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
2466,I have a large garbage bag full of clothes for a teen or preteen girl,"(5, 8)","['garbage bag', 'clothes']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
2467,These lines from the pen of a nineteenth-century poet Rupchand Pakshi describe the city of Calcutta as a city of machines,"(1, 8)","['lines', 'poet']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
2468,It seems really nasty to have an army of caterpillars infest a fruit tree,"(7, 9)","['army', 'caterpillars']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
2469,The fluctuations are caused by state and federal taxes distance from refineries to filling stations and environmental laws,"(1, 8)","['fluctuations', 'taxes']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
2470,I just got in the mail a newly published book by an old friend of mine Gordon Goldstein,"(9, 13)","['book', 'friend']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
2471,The balances were imported into the small business accounting correctly,"(1, 8)","['balances', 'accounting']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
2472,An unofficial technical information has been leaked to the public,"(3, 9)","['information', 'public']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
2473,Rabies is caused by a virus that is usually contracted through the saliva of an infected animal,"(0, 5)","['Rabies', 'virus']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
2474,The hamper was full of high-quality sweet biscuits chocolates cakes and puddings shortbread pickles teas and wine,"(1, 7)","['hamper', 'biscuits']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
2475,Jillian Palmer came from a comfortably-off Portsmouth family who manufactured the renowned range of Victory brushes,"(7, 15)","['family', 'brushes']","Product-Producer(e2,e1)",['Product-Producer'],"(e2,e1)"
2476,An accident has been caused by the fog,"(1, 7)","['accident', 'fog']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
2477,As was standard practice at the museum on that day of the week only maintenance workers cleaning staff curators and a few other employees roamed the cavernous halls of the building that was once the home of France kings but for centuries had been devoted to housing the nation art treasures,"(27, 30)","['halls', 'building']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
2478,The injury resulted in numerous operations to save his eyesight,"(1, 5)","['injury', 'operations']","Cause-Effect(e1,e2)",['Cause-Effect'],"(e1,e2)"
2479,The drive starts out in the small community of Copeland and on through a couple of small ponds where a flight of double-crested cormorants were gathered,"(20, 23)","['flight', 'cormorants']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
2480,The man dropped off the mail into the mailbox,"(5, 8)","['mail', 'mailbox']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
2481,I had a trash bag full of clothes and a suitcase full of beer,"(10, 13)","['suitcase', 'beer']","Content-Container(e2,e1)",['Content-Container'],"(e2,e1)"
2482,After the emperor had left the room he turned to his attendants,"(2, 6)","['emperor', 'room']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
2483,The fountain was removed from that location and placed at Seneca Park along North Tenth Street some time later,"(1, 6)","['fountain', 'location']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
2484,This time the lobster was full of its superb flavor which suffused even into the buttered corn,"(3, 9)","['lobster', 'flavor']",Other,['Other'],NA
2485,This was an exciting innovation for the packaging industry because the aluminum can was made with only two pieces - a body and an end,"(12, 21)","['can', 'body']","Component-Whole(e2,e1)",['Component-Whole'],"(e2,e1)"
2486,The mistress fries the rashers in a small china fryingpan over the lamp passing to each person the hot slices as they are done,"(1, 4)","['mistress', 'rashers']",Other,['Other'],NA
2487,In Luxembourg the majority of migrant workers are cross-border workers who maintain their residence in neighbouring countries such as Belgium France and Germany as a result employers and public authorities recognise their diplomas rather easily,"(3, 6)","['majority', 'workers']",Other,['Other'],NA
2488,This crabmeat was in a can but it was in the refrigerator case in the seafood section not in the grocery aisle by the tuna,"(1, 5)","['crabmeat', 'can']","Content-Container(e1,e2)",['Content-Container'],"(e1,e2)"
2489,Various studies have been conducted with regard to the above phenomena,"(1, 10)","['studies', 'phenomena']",Other,['Other'],NA
2490,As for the damaged Republican brand one message voters sent with Mr McDonnell election is that they don want the GOP to repeat its mistakes from the past decade,"(7, 8)","['message', 'voters']","Product-Producer(e1,e2)",['Product-Producer'],"(e1,e2)"
2491,The buyer adjusted the gold dust with a spoon until the scale balanced,"(1, 8)","['buyer', 'spoon']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
2492,Four of us stopped the cyanide train with no money but with candles cups of tea and home-made banners,"(0, 12)","['Four', 'candles']","Instrument-Agency(e2,e1)",['Instrument-Agency'],"(e2,e1)"
2493,He saw behind the scenes and all the showroom areas of the store,"(9, 12)","['areas', 'store']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
2494,We address the longer-term budget imbalance that has been caused by the tax cuts,"(5, 13)","['imbalance', 'tax cuts']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
2495,In North America about 58 percent of the wildfires are caused by humans,"(8, 12)","['wildfires', 'humans']","Cause-Effect(e2,e1)",['Cause-Effect'],"(e2,e1)"
2496,We put fairness into copyright use,"(2, 5)","['fairness', 'copyright use']",Other,['Other'],NA
2497,Shortly after injection the poison is going into the blood vessels,"(4, 10)","['poison', 'vessels']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
2498,Data shows that public concern about the economy has moved into the top five issues facing the country,"(4, 7)","['concern', 'economy']",Other,['Other'],NA
2499,The communal den of garter snakes in Manitoba is selected to study whether courting males make mistakes in selecting females,"(2, 5)","['den', 'snakes']","Member-Collection(e2,e1)",['Member-Collection'],"(e2,e1)"
2500,He stuffed the letter into the breast pocket of his suit and slipped the enclosed DVD into the player,"(3, 7)","['letter', 'pocket']","Entity-Destination(e1,e2)",['Entity-Destination'],"(e1,e2)"
2501,The quota was extended from six weeks to 10 weeks in 2009,"(1, 6)","['quota', 'weeks']",Other,['Other'],NA
2502,Although the bore of the trumpet is mostly cylindrical it is formed from a complex series of tapers the smallest being at the mouthpiece receiver and the largest being at the throat of the bell before the flare for the bell begins,"(2, 5)","['bore', 'trumpet']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
2503,Here are some pictures from a couple weeks ago when we had some ice,"(3, 7)","['pictures', 'weeks']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
2504,My cousins have some fun sliding down the steps in a laundry basket,"(8, 12)","['steps', 'basket']",Other,['Other'],NA
2505,A man holding a small toddler ran away from the beach as fast as he could calling out tsunami,"(1, 10)","['man', 'beach']","Entity-Origin(e1,e2)",['Entity-Origin'],"(e1,e2)"
2506,Andre Hartman touches the snout of the great white shark,"(4, 9)","['snout', 'shark']","Component-Whole(e1,e2)",['Component-Whole'],"(e1,e2)"
2507,Volvo stores the information in a secure and protected environment for as long as they believe it will help the company understand how to serve its clients better,"(3, 9)","['information', 'environment']",Other,['Other'],NA
2508,The case has been examined in several books,"(1, 7)","['case', 'books']","Message-Topic(e2,e1)",['Message-Topic'],"(e2,e1)"
